SalesOrderNumber,OrderDate,Year,Quarter,YearQuarter,Month,ProductKey,Category,Subcategory,ModelName,Color,CustomerKey,CustomerName,Gender,AgeGroup,Education,Region,SalespersonID,SalespersonName,SupervisorName,SalesReasonName,SalesReasonType,Quantity,UnitPrice,UnitCost,SalesAmount,TotalCost,Profit,ShippingDays
SO73957,2008-06-28,2008,Q2,2008-Q2,6,599,Bikes,Mountain Bikes,Mountain-500,Black,23233,Bradley Sharma,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,15,466.5,311,6997.5,4665,2332.5,7
SO73957,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,23233,Bradley Sharma,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,12,285.0,190,3420.0,2280,1140.0,7
SO73957,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,23233,Bradley Sharma,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,6,283.5,189,1701.0,1134,567.0,7
SO73957,2008-06-28,2008,Q2,2008-Q2,6,212,Accessories,Helmets,Sport-100,Red,23233,Bradley Sharma,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,6,45.0,30,270.0,180,90.0,7
SO73957,2008-06-28,2008,Q2,2008-Q2,6,232,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,23233,Bradley Sharma,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Price,Other,6,57.0,38,342.0,228,114.0,7
SO73958,2008-06-28,2008,Q2,2008-Q2,6,591,Bikes,Mountain Bikes,Mountain-500,Silver,16289,Julie Pal,F,35 - 44,Partial College,France,7,King Landry,Benn Pitt,Price,Other,6,454.5,303,2727.0,1818,909.0,7
SO73958,2008-06-28,2008,Q2,2008-Q2,6,485,Accessories,Fenders,Fender Set - Mountain,,16289,Julie Pal,F,35 - 44,Partial College,France,7,King Landry,Benn Pitt,Price,Other,6,295.5,197,1773.0,1182,591.0,7
SO73958,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,16289,Julie Pal,F,35 - 44,Partial College,France,7,King Landry,Benn Pitt,Price,Other,12,285.0,190,3420.0,2280,1140.0,7
SO73959,2008-06-28,2008,Q2,2008-Q2,6,226,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,12070,Luke Ross,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,36,54.0,36,1944.0,1296,648.0,7
SO73960,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,11510,Seth Roberts,M,55 - 64,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,6,363.0,242,2178.0,1452,726.0,7
SO73960,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,11510,Seth Roberts,M,55 - 64,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,6,283.5,189,1701.0,1134,567.0,7
SO73960,2008-06-28,2008,Q2,2008-Q2,6,479,Accessories,Bottles and Cages,Road Bottle Cage,,11510,Seth Roberts,M,55 - 64,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,12,286.5,191,3438.0,2292,1146.0,7
SO73960,2008-06-28,2008,Q2,2008-Q2,6,482,Clothing,Socks,Racing Socks,White,11510,Seth Roberts,M,55 - 64,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,6,291.0,194,1746.0,1164,582.0,7
SO73961,2008-06-28,2008,Q2,2008-Q2,6,529,Accessories,Tires and Tubes,Road Tire Tube,,28636,Victoria Bryant,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,361.5,241,2169.0,1446,723.0,7
SO73961,2008-06-28,2008,Q2,2008-Q2,6,539,Accessories,Tires and Tubes,ML Road Tire,,28636,Victoria Bryant,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,376.5,251,2259.0,1506,753.0,7
SO73961,2008-06-28,2008,Q2,2008-Q2,6,235,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,28636,Victoria Bryant,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,58.5,39,702.0,468,234.0,7
SO73962,2008-06-28,2008,Q2,2008-Q2,6,541,Accessories,Tires and Tubes,Touring Tire,,27244,Arianna Kelly,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,379.5,253,2277.0,1518,759.0,7
SO73962,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,27244,Arianna Kelly,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,12,363.0,242,4356.0,2904,1452.0,7
SO73962,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,27244,Arianna Kelly,F,35 - 44,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,288.0,192,1728.0,1152,576.0,7
SO73963,2008-06-28,2008,Q2,2008-Q2,6,529,Accessories,Tires and Tubes,Road Tire Tube,,27475,Alexa Bailey,F,25 - 34,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,361.5,241,2169.0,1446,723.0,7
SO73963,2008-06-28,2008,Q2,2008-Q2,6,538,Accessories,Tires and Tubes,LL Road Tire,,27475,Alexa Bailey,F,25 - 34,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,375.0,250,9000.0,6000,3000.0,7
SO73963,2008-06-28,2008,Q2,2008-Q2,6,484,Accessories,Cleaners,Bike Wash,,27475,Alexa Bailey,F,25 - 34,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,24,294.0,196,7056.0,4704,2352.0,7
SO73964,2008-06-28,2008,Q2,2008-Q2,6,536,Accessories,Tires and Tubes,ML Mountain Tire,,22884,Danielle Richardson,F,35 - 44,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,372.0,248,2232.0,1488,744.0,7
SO73964,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,22884,Danielle Richardson,F,35 - 44,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,360.0,240,2160.0,1440,720.0,7
SO73965,2008-06-28,2008,Q2,2008-Q2,6,536,Accessories,Tires and Tubes,ML Mountain Tire,,22720,Jonathan Alexander,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Television Advertisement,Marketing,12,372.0,248,4464.0,2976,1488.0,7
SO73966,2008-06-28,2008,Q2,2008-Q2,6,536,Accessories,Tires and Tubes,ML Mountain Tire,,23698,Melissa Coleman,F,55 - 64,Partial High School,United States,4,Fintan Knott,Patrycja Bloggs,Television Advertisement,Marketing,12,372.0,248,4464.0,2976,1488.0,7
SO73967,2008-06-28,2008,Q2,2008-Q2,6,536,Accessories,Tires and Tubes,ML Mountain Tire,,22370,Carol Patterson,F,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,372.0,248,1116.0,744,372.0,7
SO73967,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,22370,Carol Patterson,F,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,288.0,192,864.0,576,288.0,7
SO73967,2008-06-28,2008,Q2,2008-Q2,6,484,Accessories,Cleaners,Bike Wash,,22370,Carol Patterson,F,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,294.0,196,1764.0,1176,588.0,7
SO73967,2008-06-28,2008,Q2,2008-Q2,6,483,Accessories,Bike Racks,Hitch Rack - 4-Bike,,22370,Carol Patterson,F,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,292.5,195,3510.0,2340,1170.0,7
SO73968,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,21414,Aaron Butler,M,25 - 34,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,283.5,189,850.5,567,283.5,7
SO73968,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,21414,Aaron Butler,M,25 - 34,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,285.0,190,855.0,570,285.0,7
SO73969,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,21314,Devin Patterson,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,285.0,190,1710.0,1140,570.0,7
SO73970,2008-06-28,2008,Q2,2008-Q2,6,474,Clothing,Shorts,Women's Mountain Shorts,Black,28771,Katherine Russell,F,45 - 54,Partial High School,Canada,6,Kayan Walters,Rudi Chung,Review,Other,3,279.0,186,837.0,558,279.0,7
SO73971,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,19638,Kimberly Peterson,F,25 - 34,High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,2,283.5,189,567.0,378,189.0,7
SO73972,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,17523,Jordan West,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,283.5,189,3402.0,2268,1134.0,7
SO73973,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,15877,Jordan Perez,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,360.0,240,1080.0,720,360.0,7
SO73973,2008-06-28,2008,Q2,2008-Q2,6,215,Accessories,Helmets,Sport-100,Black,15877,Jordan Perez,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,46.5,31,279.0,186,93.0,7
SO73974,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,15891,Jordan Lopez,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,2,360.0,240,720.0,480,240.0,7
SO73974,2008-06-28,2008,Q2,2008-Q2,6,220,Accessories,Helmets,Sport-100,Blue,15891,Jordan Lopez,M,55 - 64,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,36,48.0,32,1728.0,1152,576.0,7
SO73975,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,21480,Alfredo Martin,M,55 - 64,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,63,360.0,240,22680.0,15120,7560.0,7
SO73975,2008-06-28,2008,Q2,2008-Q2,6,220,Accessories,Helmets,Sport-100,Blue,21480,Alfredo Martin,M,55 - 64,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,63,48.0,32,3024.0,2016,1008.0,7
SO73976,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,16726,Miguel Wood,M,25 - 34,High School,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,63,360.0,240,22680.0,15120,7560.0,7
SO73976,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,16726,Miguel Wood,M,25 - 34,High School,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,9,288.0,192,2592.0,1728,864.0,7
SO73977,2008-06-28,2008,Q2,2008-Q2,6,485,Accessories,Fenders,Fender Set - Mountain,,21431,Preston Kapoor,M,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,27,295.5,197,7978.5,5319,2659.5,7
SO73977,2008-06-28,2008,Q2,2008-Q2,6,215,Accessories,Helmets,Sport-100,Black,21431,Preston Kapoor,M,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Price,Other,9,46.5,31,418.5,279,139.5,7
SO73978,2008-06-28,2008,Q2,2008-Q2,6,539,Accessories,Tires and Tubes,ML Road Tire,,18035,Karen Zhang,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,63,376.5,251,23719.5,15813,7906.5,7
SO73978,2008-06-28,2008,Q2,2008-Q2,6,529,Accessories,Tires and Tubes,Road Tire Tube,,18035,Karen Zhang,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,27,361.5,241,9760.5,6507,3253.5,7
SO73978,2008-06-28,2008,Q2,2008-Q2,6,212,Accessories,Helmets,Sport-100,Red,18035,Karen Zhang,F,25 - 34,Partial High School,Germany,8,Meerab Yang,Rudi Chung,Price,Other,63,45.0,30,2835.0,1890,945.0,7
SO73979,2008-06-28,2008,Q2,2008-Q2,6,529,Accessories,Tires and Tubes,Road Tire Tube,,20131,Carolyn Gutierrez,F,35 - 44,Graduate Degree,France,7,King Landry,Benn Pitt,Price,Other,9,361.5,241,3253.5,2169,1084.5,7
SO73979,2008-06-28,2008,Q2,2008-Q2,6,220,Accessories,Helmets,Sport-100,Blue,20131,Carolyn Gutierrez,F,35 - 44,Graduate Degree,France,7,King Landry,Benn Pitt,Price,Other,63,48.0,32,3024.0,2016,1008.0,7
SO73980,2008-06-28,2008,Q2,2008-Q2,6,541,Accessories,Tires and Tubes,Touring Tire,,12602,Francisco Srini,M,45 - 54,Graduate Degree,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,27,379.5,253,10246.5,6831,3415.5,7
SO73980,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,12602,Francisco Srini,M,45 - 54,Graduate Degree,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,9,363.0,242,3267.0,2178,1089.0,7
SO73980,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,12602,Francisco Srini,M,45 - 54,Graduate Degree,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,9,288.0,192,2592.0,1728,864.0,7
SO73981,2008-06-28,2008,Q2,2008-Q2,6,538,Accessories,Tires and Tubes,LL Road Tire,,29447,Lindsay Deng,F,65+,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,9,375.0,250,3375.0,2250,1125.0,7
SO73981,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,29447,Lindsay Deng,F,65+,Bachelors,France,7,King Landry,Benn Pitt,Price,Other,63,288.0,192,18144.0,12096,6048.0,7
SO73982,2008-06-28,2008,Q2,2008-Q2,6,529,Accessories,Tires and Tubes,Road Tire Tube,,25545,Kelly Long,F,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,6,361.5,241,2169.0,1446,723.0,7
SO73982,2008-06-28,2008,Q2,2008-Q2,6,212,Accessories,Helmets,Sport-100,Red,25545,Kelly Long,F,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,45.0,30,540.0,360,180.0,7
SO73983,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,16542,Jésus Ortega,M,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,24,363.0,242,8712.0,5808,2904.0,7
SO73984,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,26215,Grant Shan,M,25 - 34,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,363.0,242,4356.0,2904,1452.0,7
SO73984,2008-06-28,2008,Q2,2008-Q2,6,223,Clothing,Caps,Cycling Cap,Multi,26215,Grant Shan,M,25 - 34,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,48,52.5,35,2520.0,1680,840.0,7
SO73985,2008-06-28,2008,Q2,2008-Q2,6,530,Accessories,Tires and Tubes,Touring Tire Tube,,17193,Haley Brooks,F,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,363.0,242,4356.0,2904,1452.0,7
SO73985,2008-06-28,2008,Q2,2008-Q2,6,487,Accessories,Hydration Packs,Hydration Pack,Silver,17193,Haley Brooks,F,45 - 54,Partial College,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,298.5,199,3582.0,2388,1194.0,7
SO73986,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,11715,Chloe Robinson,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,360.0,240,4320.0,2880,1440.0,7
SO73986,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,11715,Chloe Robinson,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,373.5,249,4482.0,2988,1494.0,7
SO73986,2008-06-28,2008,Q2,2008-Q2,6,226,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,11715,Chloe Robinson,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,24,54.0,36,1296.0,864,432.0,7
SO73987,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,13612,Hailey Ross,F,55 - 64,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,285.0,190,3420.0,2280,1140.0,7
SO73987,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,13612,Hailey Ross,F,55 - 64,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,4,283.5,189,1134.0,756,378.0,7
SO73987,2008-06-28,2008,Q2,2008-Q2,6,220,Accessories,Helmets,Sport-100,Blue,13612,Hailey Ross,F,55 - 64,Partial High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,48.0,32,576.0,384,192.0,7
SO73988,2008-06-28,2008,Q2,2008-Q2,6,215,Accessories,Helmets,Sport-100,Black,12325,Gloria Martin,F,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Television Advertisement,Marketing,6,46.5,31,279.0,186,93.0,7
SO73989,2008-06-28,2008,Q2,2008-Q2,6,352,Bikes,Mountain Bikes,Mountain-200,Silver,18783,Michael Martin,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,2,147.0,98,294.0,196,98.0,7
SO73989,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,18783,Michael Martin,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,12,360.0,240,4320.0,2880,1440.0,7
SO73989,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,18783,Michael Martin,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,6,373.5,249,2241.0,1494,747.0,7
SO73989,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,18783,Michael Martin,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,288.0,192,864.0,576,288.0,7
SO73990,2008-06-28,2008,Q2,2008-Q2,6,354,Bikes,Mountain Bikes,Mountain-200,Silver,18831,Andy Hernandez,M,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,60,148.5,99,8910.0,5940,2970.0,7
SO73990,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,18831,Andy Hernandez,M,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,10,373.5,249,3735.0,2490,1245.0,7
SO73990,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,18831,Andy Hernandez,M,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,60,360.0,240,21600.0,14400,7200.0,7
SO73990,2008-06-28,2008,Q2,2008-Q2,6,215,Accessories,Helmets,Sport-100,Black,18831,Andy Hernandez,M,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,60,46.5,31,2790.0,1860,930.0,7
SO73990,2008-06-28,2008,Q2,2008-Q2,6,462,Clothing,Gloves,Half-Finger Gloves,Black,18831,Andy Hernandez,M,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,10,265.5,177,2655.0,1770,885.0,7
SO73991,2008-06-28,2008,Q2,2008-Q2,6,352,Bikes,Mountain Bikes,Mountain-200,Silver,18586,Benjamin Patterson,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,44,147.0,98,6468.0,4312,2156.0,7
SO73991,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,18586,Benjamin Patterson,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,11,288.0,192,3168.0,2112,1056.0,7
SO73992,2008-06-28,2008,Q2,2008-Q2,6,362,Bikes,Mountain Bikes,Mountain-200,Black,18610,Bailey Rivera,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,154.5,103,1854.0,1236,618.0,7
SO73992,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,18610,Bailey Rivera,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,288.0,192,1728.0,1152,576.0,7
SO73993,2008-06-28,2008,Q2,2008-Q2,6,352,Bikes,Mountain Bikes,Mountain-200,Silver,18781,Hunter Lewis,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,147.0,98,1764.0,1176,588.0,7
SO73993,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,18781,Hunter Lewis,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,373.5,249,2241.0,1494,747.0,7
SO73993,2008-06-28,2008,Q2,2008-Q2,6,528,Accessories,Tires and Tubes,Mountain Tire Tube,,18781,Hunter Lewis,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,48,360.0,240,17280.0,11520,5760.0,7
SO73993,2008-06-28,2008,Q2,2008-Q2,6,480,Accessories,Tires and Tubes,Patch kit,,18781,Hunter Lewis,M,35 - 44,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,288.0,192,3456.0,2304,1152.0,7
SO73994,2008-06-28,2008,Q2,2008-Q2,6,354,Bikes,Mountain Bikes,Mountain-200,Silver,18539,Riley Russell,F,65+,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,148.5,99,445.5,297,148.5,7
SO73994,2008-06-28,2008,Q2,2008-Q2,6,485,Accessories,Fenders,Fender Set - Mountain,,18539,Riley Russell,F,65+,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,295.5,197,886.5,591,295.5,7
SO73994,2008-06-28,2008,Q2,2008-Q2,6,478,Accessories,Bottles and Cages,Mountain Bottle Cage,,18539,Riley Russell,F,65+,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,285.0,190,855.0,570,285.0,7
SO73994,2008-06-28,2008,Q2,2008-Q2,6,477,Accessories,Bottles and Cages,Water Bottle,,18539,Riley Russell,F,65+,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,3,283.5,189,850.5,567,283.5,7
SO73995,2008-06-28,2008,Q2,2008-Q2,6,587,Bikes,Mountain Bikes,Mountain-400-W,Silver,15523,Jonathan Yang,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,448.5,299,1345.5,897,448.5,7
SO73995,2008-06-28,2008,Q2,2008-Q2,6,476,Clothing,Shorts,Women's Mountain Shorts,Black,15523,Jonathan Yang,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,9,282.0,188,2538.0,1692,846.0,7
SO73995,2008-06-28,2008,Q2,2008-Q2,6,223,Clothing,Caps,Cycling Cap,Multi,15523,Jonathan Yang,M,35 - 44,Bachelors,United States,1,Aahil Mullen,Benn Pitt,Price,Other,120,52.5,35,6300.0,4200,2100.0,7
SO73996,2008-06-28,2008,Q2,2008-Q2,6,352,Bikes,Mountain Bikes,Mountain-200,Silver,18516,Juan Brooks,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,147.0,98,441.0,294,147.0,7
SO73996,2008-06-28,2008,Q2,2008-Q2,6,485,Accessories,Fenders,Fender Set - Mountain,,18516,Juan Brooks,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,3,295.5,197,886.5,591,295.5,7
SO73996,2008-06-28,2008,Q2,2008-Q2,6,487,Accessories,Hydration Packs,Hydration Pack,Silver,18516,Juan Brooks,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,30,298.5,199,8955.0,5970,2985.0,7
SO73996,2008-06-28,2008,Q2,2008-Q2,6,484,Accessories,Cleaners,Bike Wash,,18516,Juan Brooks,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Price,Other,30,294.0,196,8820.0,5880,2940.0,7
SO73997,2008-06-28,2008,Q2,2008-Q2,6,356,Bikes,Mountain Bikes,Mountain-200,Silver,13728,Taylor Stewart,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,22,150.0,100,3300.0,2200,1100.0,7
SO73997,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,13728,Taylor Stewart,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,4,373.5,249,1494.0,996,498.0,7
SO73997,2008-06-28,2008,Q2,2008-Q2,6,485,Accessories,Fenders,Fender Set - Mountain,,13728,Taylor Stewart,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,4,295.5,197,1182.0,788,394.0,7
SO73997,2008-06-28,2008,Q2,2008-Q2,6,464,Clothing,Gloves,Half-Finger Gloves,Black,13728,Taylor Stewart,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,22,267.0,178,5874.0,3916,1958.0,7
SO73997,2008-06-28,2008,Q2,2008-Q2,6,215,Accessories,Helmets,Sport-100,Black,13728,Taylor Stewart,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,46.5,31,279.0,186,93.0,7
SO73998,2008-06-28,2008,Q2,2008-Q2,6,352,Bikes,Mountain Bikes,Mountain-200,Silver,21311,Jennifer Ramirez,F,45 - 54,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,3,147.0,98,441.0,294,147.0,7
SO73998,2008-06-28,2008,Q2,2008-Q2,6,537,Accessories,Tires and Tubes,HL Mountain Tire,,21311,Jennifer Ramirez,F,45 - 54,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,3,373.5,249,1120.5,747,373.5,7
SO73998,2008-06-28,2008,Q2,2008-Q2,6,471,Clothing,Vests,Classic Vest,Blue,21311,Jennifer Ramirez,F,45 - 54,High School,Canada,6,Kayan Walters,Rudi Chung,Price,Other,6,274.5,183,1647.0,1098,549.0,7
